"no","ingredients","cnt","total","ratio","filename"
207,"fresh oregano",469,535670,0.000875539044561017,"train_test"
208,"thyme",467,535670,0.000871805402579947,"train_test"
209,"cajun seasoning",463,535670,0.000864338118617806,"train_test"
210,"white wine",463,535670,0.000864338118617806,"train_test"
211,"cornmeal",460,535670,0.0008587376556462,"train_test"
212,"ground cloves",459,535670,0.000856870834655665,"train_test"
213,"beef broth",457,535670,0.000853137192674594,"train_test"
214,"plain yogurt",456,535670,0.000851270371684059,"train_test"
215,"chopped fresh thyme",452,535670,0.000843803087721918,"train_test"
216,"lemongrass",449,535670,0.000838202624750313,"train_test"
217,"long-grain rice",446,535670,0.000832602161778707,"train_test"
218,"boneless chicken skinless thigh",445,535670,0.000830735340788172,"train_test"
219,"spinach",444,535670,0.000828868519797637,"train_test"
220,"orange juice",444,535670,0.000828868519797637,"train_test"
221,"ground allspice",443,535670,0.000827001698807101,"train_test"
222,"toasted sesame oil",441,535670,0.000823268056826031,"train_test"
223,"ricotta cheese",441,535670,0.000823268056826031,"train_test"
224,"hot water",441,535670,0.000823268056826031,"train_test"
225,"white wine vinegar",440,535670,0.000821401235835496,"train_test"
226,"boiling water",439,535670,0.00081953441484496,"train_test"
227,"orange",439,535670,0.00081953441484496,"train_test"
228,"chopped garlic",437,535670,0.00081580077286389,"train_test"
229,"grated lemon zest",437,535670,0.00081580077286389,"train_test"
230,"fennel seeds",437,535670,0.00081580077286389,"train_test"
231,"parsley",436,535670,0.000813933951873355,"train_test"
232,"fresh thyme",436,535670,0.000813933951873355,"train_test"
233,"parmigiano reggiano cheese",436,535670,0.000813933951873355,"train_test"
234,"pinenuts",435,535670,0.00081206713088282,"train_test"
235,"light soy sauce",431,535670,0.000804599846920679,"train_test"
236,"smoked paprika",431,535670,0.000804599846920679,"train_test"
237,"yellow corn meal",430,535670,0.000802733025930144,"train_test"
238,"spaghetti",428,535670,0.000798999383949073,"train_test"
239,"ground white pepper",428,535670,0.000798999383949073,"train_test"
240,"sake",427,535670,0.000797132562958538,"train_test"
241,"low sodium chicken broth",426,535670,0.000795265741968003,"train_test"
242,"green beans",425,535670,0.000793398920977467,"train_test"
243,"fresh ginger root",424,535670,0.000791532099986932,"train_test"
244,"sweet onion",423,535670,0.000789665278996397,"train_test"
245,"half & half",423,535670,0.000789665278996397,"train_test"
246,"chile pepper",421,535670,0.000785931637015327,"train_test"
247,"chopped parsley",421,535670,0.000785931637015327,"train_test"
248,"cider vinegar",420,535670,0.000784064816024791,"train_test"
249,"corn",418,535670,0.000780331174043721,"train_test"
250,"chicken thighs",413,535670,0.000770997069091045,"train_test"
251,"mustard seeds",410,535670,0.000765396606119439,"train_test"
252,"vinegar",408,535670,0.000761662964138369,"train_test"
253,"chiles",408,535670,0.000761662964138369,"train_test"
254,"ghee",403,535670,0.000752328859185693,"train_test"
255,"tomatillos",402,535670,0.000750462038195157,"train_test"
256,"pasta",400,535670,0.000746728396214087,"train_test"
257,"basmati rice",399,535670,0.000744861575223552,"train_test"
258,"shiitake",398,535670,0.000742994754233017,"train_test"
259,"dark brown sugar",395,535670,0.000737394291261411,"train_test"
260,"chopped fresh mint",394,535670,0.000735527470270876,"train_test"
261,"vanilla",388,535670,0.000724326544327664,"train_test"
262,"hot pepper sauce",386,535670,0.000720592902346594,"train_test"
263,"bread crumbs",385,535670,0.000718726081356059,"train_test"
264,"green chile",384,535670,0.000716859260365524,"train_test"
265,"shredded Monterey Jack cheese",383,535670,0.000714992439374988,"train_test"
266,"tortilla chips",381,535670,0.000711258797393918,"train_test"
267,"enchilada sauce",381,535670,0.000711258797393918,"train_test"
268,"Sriracha",380,535670,0.000709391976403383,"train_test"
269,"serrano chile",378,535670,0.000705658334422312,"train_test"
270,"dark soy sauce",377,535670,0.000703791513431777,"train_test"
271,"cooked chicken",377,535670,0.000703791513431777,"train_test"
272,"dry red wine",376,535670,0.000701924692441242,"train_test"
273,"dry bread crumbs",371,535670,0.000692590587488566,"train_test"
274,"toasted sesame seeds",370,535670,0.00069072376649803,"train_test"
275,"pork",367,535670,0.000685123303526425,"train_test"
276,"chopped tomatoes",364,535670,0.000679522840554819,"train_test"
277,"fine sea salt",363,535670,0.000677656019564284,"train_test"
278,"arborio rice",361,535670,0.000673922377583214,"train_test"
279,"garlic paste",360,535670,0.000672055556592678,"train_test"
280,"fresh coriander",358,535670,0.000668321914611608,"train_test"
281,"radishes",356,535670,0.000664588272630537,"train_test"
282,"saffron threads",353,535670,0.000658987809658932,"train_test"
283,"prosciutto",352,535670,0.000657120988668397,"train_test"
284,"romaine lettuce",350,535670,0.000653387346687326,"train_test"
285,"fresh mushrooms",349,535670,0.000651520525696791,"train_test"
286,"corn kernels",348,535670,0.000649653704706256,"train_test"
287,"juice",348,535670,0.000649653704706256,"train_test"
288,"basil",347,535670,0.000647786883715721,"train_test"
289,"yellow bell pepper",347,535670,0.000647786883715721,"train_test"
290,"apple cider vinegar",347,535670,0.000647786883715721,"train_test"
291,"chopped pecans",347,535670,0.000647786883715721,"train_test"
292,"fresh parmesan cheese",345,535670,0.00064405324173465,"train_test"
293,"long grain white rice",344,535670,0.000642186420744115,"train_test"
294,"creole seasoning",342,535670,0.000638452778763044,"train_test"
295,"melted butter",341,535670,0.000636585957772509,"train_test"
296,"mango",339,535670,0.000632852315791439,"train_test"
297,"feta cheese",339,535670,0.000632852315791439,"train_test"
298,"baguette",339,535670,0.000632852315791439,"train_test"
299,"peaches",336,535670,0.000627251852819833,"train_test"
300,"basil leaves",335,535670,0.000625385031829298,"train_test"
301,"okra",335,535670,0.000625385031829298,"train_test"
302,"taco seasoning",335,535670,0.000625385031829298,"train_test"
303,"beef",334,535670,0.000623518210838763,"train_test"
304,"mint leaves",334,535670,0.000623518210838763,"train_test"
305,"rice noodles",332,535670,0.000619784568857692,"train_test"
306,"vegetable oil cooking spray",330,535670,0.000616050926876622,"train_test"
307,"pasta sauce",330,535670,0.000616050926876622,"train_test"
308,"baby spinach",330,535670,0.000616050926876622,"train_test"
309,"chopped green bell pepper",326,535670,0.000608583642914481,"train_test"
310,"russet potatoes",326,535670,0.000608583642914481,"train_test"
311,"star anise",325,535670,0.000606716821923946,"train_test"
312,"sweetened condensed milk",325,535670,0.000606716821923946,"train_test"
313,"cream",324,535670,0.00060485000093341,"train_test"
314,"andouille sausage",321,535670,0.000599249537961805,"train_test"
315,"flank steak",319,535670,0.000595515895980734,"train_test"
316,"dry sherry",319,535670,0.000595515895980734,"train_test"
317,"unsweetened cocoa powder",319,535670,0.000595515895980734,"train_test"
318,"Shaoxing wine",316,535670,0.000589915433009129,"train_test"
319,"white rice",315,535670,0.000588048612018594,"train_test"
320,"ground cardamom",315,535670,0.000588048612018594,"train_test"
321,"lemon zest",308,535670,0.000574980865084847,"train_test"
322,"diced onions",307,535670,0.000573114044094312,"train_test"
323,"refried beans",306,535670,0.000571247223103777,"train_test"
324,"nutmeg",305,535670,0.000569380402113241,"train_test"
325,"yoghurt",304,535670,0.000567513581122706,"train_test"
326,"fresh dill",303,535670,0.000565646760132171,"train_test"
327,"linguine",302,535670,0.000563779939141636,"train_test"
328,"garlic salt",302,535670,0.000563779939141636,"train_test"
329,"coriander powder",302,535670,0.000563779939141636,"train_test"
330,"chinese five-spice powder",301,535670,0.0005619131181511,"train_test"
331,"roasted red peppers",299,535670,0.00055817947617003,"train_test"
332,"greek yogurt",296,535670,0.000552579013198424,"train_test"
333,"sliced mushrooms",295,535670,0.000550712192207889,"train_test"
334,"monterey jack",295,535670,0.000550712192207889,"train_test"
335,"cauliflower",293,535670,0.000546978550226819,"train_test"
336,"grated nutmeg",292,535670,0.000545111729236283,"train_test"
337,"red wine",292,535670,0.000545111729236283,"train_test"
338,"golden raisins",291,535670,0.000543244908245748,"train_test"
339,"cashew nuts",290,535670,0.000541378087255213,"train_test"
340,"tortillas",289,535670,0.000539511266264678,"train_test"
341,"margarine",288,535670,0.000537644445274143,"train_test"
342,"black olives",283,535670,0.000528310340321467,"train_test"
343,"fresh spinach",283,535670,0.000528310340321467,"train_test"
344,"bananas",283,535670,0.000528310340321467,"train_test"
345,"rice wine",281,535670,0.000524576698340396,"train_test"
346,"lemon wedge",281,535670,0.000524576698340396,"train_test"
347,"bacon slices",280,535670,0.000522709877349861,"train_test"
348,"ham",280,535670,0.000522709877349861,"train_test"
349,"chopped fresh chives",279,535670,0.000520843056359326,"train_test"
350,"marinara sauce",279,535670,0.000520843056359326,"train_test"
351,"cilantro sprigs",279,535670,0.000520843056359326,"train_test"
352,"asparagus",278,535670,0.000518976235368791,"train_test"
353,"pork tenderloin",278,535670,0.000518976235368791,"train_test"
354,"red chili powder",277,535670,0.000517109414378255,"train_test"
355,"grape tomatoes",276,535670,0.00051524259338772,"train_test"
356,"thai chile",276,535670,0.00051524259338772,"train_test"
357,"shortening",276,535670,0.00051524259338772,"train_test"
358,"roma tomatoes",275,535670,0.000513375772397185,"train_test"
359,"noodles",274,535670,0.00051150895140665,"train_test"
360,"part-skim mozzarella cheese",273,535670,0.000509642130416114,"train_test"
361,"dark sesame oil",272,535670,0.000507775309425579,"train_test"
362,"green peas",272,535670,0.000507775309425579,"train_test"
363,"napa cabbage",270,535670,0.000504041667444509,"train_test"
364,"salt and ground black pepper",270,535670,0.000504041667444509,"train_test"
365,"green cabbage",270,535670,0.000504041667444509,"train_test"
366,"frozen chopped spinach",269,535670,0.000502174846453974,"train_test"
367,"heavy whipping cream",266,535670,0.000496574383482368,"train_test"
368,"yukon gold potatoes",265,535670,0.000494707562491833,"train_test"
369,"broccoli",264,535670,0.000492840741501297,"train_test"
370,"curry leaves",264,535670,0.000492840741501297,"train_test"
371,"kalamata",263,535670,0.000490973920510762,"train_test"
372,"coconut oil",263,535670,0.000490973920510762,"train_test"
373,"bourbon whiskey",262,535670,0.000489107099520227,"train_test"
374,"fennel bulb",261,535670,0.000487240278529692,"train_test"
375,"strawberries",261,535670,0.000487240278529692,"train_test"
376,"chives",258,535670,0.000481639815558086,"train_test"
377,"beer",258,535670,0.000481639815558086,"train_test"
378,"tomato puree",258,535670,0.000481639815558086,"train_test"
379,"brown rice",258,535670,0.000481639815558086,"train_test"
380,"firm tofu",256,535670,0.000477906173577016,"train_test"
381,"evaporated milk",256,535670,0.000477906173577016,"train_test"
382,"bread flour",255,535670,0.000476039352586481,"train_test"
383,"saffron",253,535670,0.00047230571060541,"train_test"
384,"cannellini beans",252,535670,0.000470438889614875,"train_test"
385,"minced ginger",251,535670,0.00046857206862434,"train_test"
386,"fresh orange juice",251,535670,0.00046857206862434,"train_test"
387,"baking potatoes",249,535670,0.000464838426643269,"train_test"
388,"lasagna noodles",249,535670,0.000464838426643269,"train_test"
389,"thyme sprigs",248,535670,0.000462971605652734,"train_test"
390,"peas",248,535670,0.000462971605652734,"train_test"
391,"red potato",247,535670,0.000461104784662199,"train_test"
392,"vegetables",246,535670,0.000459237963671663,"train_test"
393,"english cucumber",245,535670,0.000457371142681128,"train_test"
394,"black-eyed peas",244,535670,0.000455504321690593,"train_test"
395,"couscous",244,535670,0.000455504321690593,"train_test"
396,"pitted kalamata olives",244,535670,0.000455504321690593,"train_test"
397,"broccoli florets",244,535670,0.000455504321690593,"train_test"
398,"chipotles in adobo",243,535670,0.000453637500700058,"train_test"
399,"sausages",241,535670,0.000449903858718987,"train_test"
400,"anchovy fillets",241,535670,0.000449903858718987,"train_test"
401,"almonds",241,535670,0.000449903858718987,"train_test"
402,"self rising flour",240,535670,0.000448037037728452,"train_test"
403,"sliced almonds",240,535670,0.000448037037728452,"train_test"
404,"unsweetened coconut milk",239,535670,0.000446170216737917,"train_test"
405,"vegetable stock",236,535670,0.000440569753766311,"train_test"
406,"lettuce leaves",236,535670,0.000440569753766311,"train_test"
407,"grits",235,535670,0.000438702932775776,"train_test"
408,"1% low-fat milk",234,535670,0.000436836111785241,"train_test"
409,"Tabasco Pepper Sauce",234,535670,0.000436836111785241,"train_test"
410,"guacamole",232,535670,0.00043310246980417,"train_test"
411,"fresh thyme leaves",232,535670,0.00043310246980417,"train_test"
412,"minced onion",231,535670,0.000431235648813635,"train_test"
413,"chili",231,535670,0.000431235648813635,"train_test"
414,"water chestnuts",229,535670,0.000427502006832565,"train_test"
415,"mussels",228,535670,0.00042563518584203,"train_test"
416,"french bread",228,535670,0.00042563518584203,"train_test"
417,"brandy",228,535670,0.00042563518584203,"train_test"
418,"arugula",226,535670,0.000421901543860959,"train_test"
419,"pinto beans",225,535670,0.000420034722870424,"train_test"
420,"green olives",225,535670,0.000420034722870424,"train_test"
421,"thai basil",224,535670,0.000418167901879889,"train_test"
422,"coconut",224,535670,0.000418167901879889,"train_test"
423,"taco seasoning mix",222,535670,0.000414434259898818,"train_test"
424,"reduced sodium chicken broth",221,535670,0.000412567438908283,"train_test"
425,"Mexican cheese blend",220,535670,0.000410700617917748,"train_test"
426,"butternut squash",220,535670,0.000410700617917748,"train_test"
427,"lettuce",220,535670,0.000410700617917748,"train_test"
428,"bread",219,535670,0.000408833796927213,"train_test"
429,"stewed tomatoes",219,535670,0.000408833796927213,"train_test"
430,"all purpose unbleached flour",218,535670,0.000406966975936677,"train_test"
431,"snow peas",217,535670,0.000405100154946142,"train_test"
432,"grated lemon peel",217,535670,0.000405100154946142,"train_test"
433,"penne pasta",216,535670,0.000403233333955607,"train_test"
434,"mint",216,535670,0.000403233333955607,"train_test"
435,"shredded lettuce",215,535670,0.000401366512965072,"train_test"
436,"almond extract",214,535670,0.000399499691974537,"train_test"
437,"whole wheat flour",214,535670,0.000399499691974537,"train_test"
438,"vanilla beans",214,535670,0.000399499691974537,"train_test"
439,"iceberg lettuce",213,535670,0.000397632870984001,"train_test"
440,"slivered almonds",213,535670,0.000397632870984001,"train_test"
441,"olives",212,535670,0.000395766049993466,"train_test"
442,"pancetta",212,535670,0.000395766049993466,"train_test"
443,"apples",211,535670,0.000393899229002931,"train_test"
444,"spices",211,535670,0.000393899229002931,"train_test"
445,"semisweet chocolate",209,535670,0.00039016558702186,"train_test"
446,"frozen corn",209,535670,0.00039016558702186,"train_test"
447,"dried rosemary",209,535670,0.00039016558702186,"train_test"
448,"goat cheese",209,535670,0.00039016558702186,"train_test"
449,"beef stock",208,535670,0.000388298766031325,"train_test"
450,"pure vanilla extract",208,535670,0.000388298766031325,"train_test"
451,"plain flour",206,535670,0.000384565124050255,"train_test"
452,"hot red pepper flakes",206,535670,0.000384565124050255,"train_test"
453,"asian fish sauce",206,535670,0.000384565124050255,"train_test"
454,"cake flour",206,535670,0.000384565124050255,"train_test"
455,"sun-dried tomatoes",206,535670,0.000384565124050255,"train_test"
456,"dried parsley",206,535670,0.000384565124050255,"train_test"
457,"bread crumb fresh",205,535670,0.00038269830305972,"train_test"
458,"chipotle chile",204,535670,0.000380831482069184,"train_test"
459,"shredded sharp cheddar cheese",204,535670,0.000380831482069184,"train_test"
460,"cream of tartar",203,535670,0.000378964661078649,"train_test"
461,"ground turkey",202,535670,0.000377097840088114,"train_test"
462,"roasted peanuts",201,535670,0.000375231019097579,"train_test"
463,"chili flakes",200,535670,0.000373364198107044,"train_test"
464,"sherry vinegar",199,535670,0.000371497377116508,"train_test"
465,"ice water",199,535670,0.000371497377116508,"train_test"
466,"lard",198,535670,0.000369630556125973,"train_test"
467,"sharp cheddar cheese",197,535670,0.000367763735135438,"train_test"
468,"collard greens",197,535670,0.000367763735135438,"train_test"
469,"pecorino romano cheese",197,535670,0.000367763735135438,"train_test"
470,"provolone cheese",196,535670,0.000365896914144903,"train_test"
471,"dry mustard",196,535670,0.000365896914144903,"train_test"
